2017-06-01 17:40:00,0,69,77,73,66,67,75
2017-06-01 17:45:00,65,77,78,75,77,75,79
2017-06-01 17:50:00,77,60,71,79,73,86,74
2017-06-01 17:55:00,71,88,85,80,68,72,72
2017-06-01 18:00:00,67,76,73,73,69,76,74
2017-06-01 18:05:00,65,74,86,85,0,63,68
2017-06-01 18:10:00,64,68,68,72,0,67,74
2017-06-01 18:15:00,77,63,75,67,69,67,78
2017-06-01 18:20:00,65,0,71,77,72,73,71
2017-06-01 18:25:00,0,77,79,78,59,70,72
2017-06-01 18:30:00,0,70,75,73,64,70,66
2017-06-01 18:35:00,71,71,73,74,71,63,75
2017-06-01 18:40:00,80,64,82,79,0,73,75
2017-06-01 18:45:00,69,84,84,71,71,65,69
2017-06-01 18:50:00,81,69,74,70,62,64,68
2017-06-01 18:55:00,64,66,73,72,0,73,74
2017-06-01 19:00:00,0,68,76,68,63,68,73
2017-06-01 19:05:00,70,73,80,68,74,67,78
2017-06-01 19:10:00,84,66,73,69,0,69,69
2017-06-01 19:15:00,72,73,73,73,0,66,77
2017-06-01 19:20:00,0,70,75,73,83,68,65
2017-06-01 19:25:00,77,0,75,74,74,66,71
2017-06-01 19:30:00,76,67,73,62,71,73,66
2017-06-01 19:35:00,51,67,78,72,67,67,68
2017-06-01 19:40:00,72,76,81,72,0,67,65
2017-06-01 19:45:00,0,75,84,80,72,72,79
2017-06-01 19:50:00,82,65,89,76,0,73,80
2017-06-01 19:55:00,71,68,69,70,0,73,77
2017-06-01 20:00:00,67,66,80,73,0,68,72
2017-06-01 20:05:00,54,70,83,69,67,77,67
2017-06-01 20:10:00,73,66,80,76,71,79,77
2017-06-01 20:15:00,62,81,79,71,69,79,69
2017-06-01 20:20:00,56,75,73,69,62,0,71
2017-06-01 20:25:00,68,77,71,72,0,76,70
2017-06-01 20:30:00,60,69,78,77,0,78,75
2017-06-01 20:35:00,69,67,79,58,76,74,66
2017-06-01 20:40:00,75,76,80,80,0,72,77
2017-06-01 20:45:00,73,77,80,71,59,75,67
2017-06-01 20:50:00,0,75,83,73,83,65,78
2017-06-01 20:55:00,76,79,76,71,75,71,74
2017-06-01 21:00:00,0,63,79,68,62,55,74
2017-06-01 21:05:00,72,76,82,68,69,71,73
2017-06-01 21:10:00,80,73,77,70,58,70,64
2017-06-01 21:15:00,78,71,81,72,67,82,72
2017-06-01 21:20:00,88,76,83,79,70,67,77
2017-06-01 21:25:00,77,73,90,74,73,74,71
2017-06-01 21:30:00,55,70,75,73,0,75,61
2017-06-01 21:35:00,77,69,84,69,72,67,73
2017-06-01 21:40:00,70,65,78,70,68,0,71
2017-06-01 21:45:00,63,66,81,83,78,70,76
2017-06-01 21:50:00,65,71,72,67,0,67,71
2017-06-01 21:55:00,71,65,74,67,84,78,79
2017-06-01 22:00:00,62,71,77,76,0,65,68
2017-06-01 22:05:00,64,84,72,73,0,89,68
2017-06-01 22:10:00,0,71,80,78,77,76,70
2017-06-01 22:15:00,65,69,66,72,0,64,66
2017-06-01 22:20:00,0,77,62,70,0,62,67
2017-06-01 22:25:00,74,71,70,61,0,75,81
2017-06-01 22:30:00,77,82,78,75,78,87,74
2017-06-01 22:35:00,74,64,73,78,0,0,74
2017-06-01 22:40:00,0,71,78,66,75,0,71
2017-06-01 22:45:00,62,77,79,72,0,78,59
2017-06-01 22:50:00,73,65,75,0,70,83,73
2017-06-01 22:55:00,73,71,91,77,0,68,73
2017-06-01 23:00:00,80,68,0,75,0,68,81
2017-06-01 23:05:00,69,65,70,69,73,83,68
2017-06-01 23:10:00,67,70,80,71,95,0,77
2017-06-01 23:15:00,75,75,73,74,68,55,72
2017-06-01 23:20:00,73,80,88,77,67,60,75
2017-06-01 23:25:00,70,81,0,84,0,82,78
2017-06-01 23:30:00,68,74,80,0,83,71,80
2017-06-01 23:35:00,71,74,75,82,0,67,68
2017-06-01 23:40:00,74,78,76,77,0,80,0
2017-06-01 23:45:00,0,70,76,71,73,73,65
2017-06-01 23:50:00,73,81,80,71,70,69,80
2017-06-01 23:55:00,81,81,0,60,65,81,0
2017-06-02 00:00:00,69,80,84,73,62,0,87
2017-06-02 00:05:00,75,71,76,69,0,72,79
2017-06-02 00:10:00,62,77,0,80,75,70,0
2017-06-02 00:15:00,71,73,91,74,71,76,78
2017-06-02 00:20:00,77,67,71,69,75,75,80
2017-06-02 00:25:00,0,74,78,74,72,77,89
2017-06-02 00:30:00,80,85,80,77,0,0,79
2017-06-02 00:35:00,71,97,0,75,71,0,66
2017-06-02 00:40:00,77,76,0,58,70,83,81
2017-06-02 00:45:00,74,71,78,78,64,0,76
2017-06-02 00:50:00,83,76,78,72,88,84,65
2017-06-02 00:55:00,71,76,84,54,79,102,80
2017-06-02 01:00:00,0,70,75,87,69,0,63
2017-06-02 01:05:00,79,75,81,69,68,76,0
2017-06-02 01:10:00,72,75,68,65,75,81,80
2017-06-02 01:15:00,80,74,54,29,65,71,74
2017-06-02 01:20:00,100,76,65,69,0,80,72
2017-06-02 01:25:00,76,62,71,75,65,67,0
2017-06-02 01:30:00,74,72,74,70,65,73,84
2017-06-02 01:35:00,75,71,72,75,71,81,79
2017-06-02 01:40:00,84,73,73,78,64,70,72
2017-06-02 01:45:00,91,72,64,70,62,73,74
2017-06-02 01:50:00,76,76,72,61,0,74,0
2017-06-02 01:55:00,83,75,76,81,68,71,83
2017-06-02 02:00:00,76,66,0,71,0,0,56
2017-06-02 02:05:00,68,72,76,74,0,79,0
2017-06-02 02:10:00,77,74,77,72,67,0,77
2017-06-02 02:15:00,0,87,76,71,75,67,85
2017-06-02 02:20:00,0,69,75,0,75,63,73
2017-06-02 02:25:00,58,73,0,73,0,0,0
2017-06-02 02:30:00,0,76,0,76,0,0,0
2017-06-02 02:35:00,77,83,79,76,91,0,54
2017-06-02 02:40:00,65,98,78,66,0,60,83
2017-06-02 02:45:00,68,79,77,76,0,0,78
